Identifiant;Chaine;startDate;DureeSecondes;TitreSujet;TitreEmission;TitreCollection;TitreTrancheHoraire;Chapeau;Descripteurs;Generique
"5679318_001_002";"France Inter";"2013-06-11T07:16:00+01:00";"297";"Le zoom de la rédaction";"Le 7/9 : émission du 11 juin 2013";"";"Le 7/9";"";"";""
"5679318_001_003";"France Inter";"2013-06-11T07:20:00+01:00";"182";"L'édito éco";"Le 7/9 : émission du 11 juin 2013";"";"Le 7/9";"";"";""
"5679318_001_004";"France Inter";"2013-06-11T07:23:00+01:00";"286";"Encore un matin";"Le 7/9 : émission du 11 juin 2013";"";"Le 7/9";"";"";""
"5679318_001_005";"France Inter";"2013-06-11T07:30:00+01:00";"686";"Journal 07h30";"Le 7/9 : émission du 11 juin 2013";"";"Le 7/9";"";"";""
"5679324_001_001";"France Inter";"2013-06-11T07:30:00+01:00";"50";"Le tribunal de commerce de Paris rejette les offres de reprise du groupe Virgin";"Journal 07h30 : émission du 11 juin 2013";"Journal 07h30";"Le 7/9";"";"fermeture|Marseille|faillite";"Boccara, Philippe (Journaliste)|Roussel, Hélène (Journaliste)"
"5679324_001_002";"France Inter";"2013-06-11T07:30:00+01:00";"35";"Une application pour smartphone contre les tags racistes lancée par la Ligue internationale contre";"Journal 07h30 : émission du 11 juin 2013";"Journal 07h30";"Le 7/9";"";"graffiti|téléphone portable|racisme|Licra-association";"Roussel, Hélène (Journaliste)|Fournel, Pierre (Participant)|Fajgeles, Elise (Participant)|Pietri, Julie (Journaliste)"
"5679318_001_006";"France Inter";"2013-06-11T07:42:00+01:00";"60";"Point route";"Le 7/9 : émission du 11 juin 2013";"";"Le 7/9";"";"";""
"5679318_001_007";"France Inter";"2013-06-11T07:45:00+01:00";"83";"Le 7h43";"Le 7/9 : émission du 11 juin 2013";"";"Le 7/9";"";"";""
"5679318_001_008";"France Inter";"2013-06-11T07:46:00+01:00";"180";"L'édito politique";"Le 7/9 : émission du 11 juin 2013";"";"Le 7/9";"";"";""
"5679318_001_009";"France Inter";"2013-06-11T07:49:00+01:00";"183";"L'éco du jour";"Le 7/9 : émission du 11 juin 2013";"";"Le 7/9";"";"";""
"5679318_001_010";"France Inter";"2013-06-11T07:52:00+01:00";"409";"L'invité de 7h50";"Le 7/9 : émission du 11 juin 2013";"";"Le 7/9";"";"";""
"5679318_001_011";"France Inter";"2013-06-11T07:57:00+01:00";"135";"La touche de Collin et Mauduit";"Le 7/9 : émission du 11 juin 2013";"";"Le 7/9";"";"";""
"5679318_001_012";"France Inter";"2013-06-11T08:00:00+01:00";"1026";"Journal 08h00";"Le 7/9 : émission du 11 juin 2013";"";"Le 7/9";"";"";""
"5679332_001_001";"France Inter";"2013-06-11T08:00:00+01:00";"40";"Douzième jour de mobilisation en Turquie : la police menace les manifestants de la place Taksim à";"Journal 08h00 : émission du 11 juin 2013";"Journal 08h00";"Le 7/9";"";"Istanbul|manifestation";"Thébault, Mickaël (Journaliste)|Giniaux, Antoine (Journaliste)"
"5679332_001_002";"France Inter";"2013-06-11T08:00:00+01:00";"25";"Enquête du journal ""Le Télégramme"" sur la sécurité de la base de sous-marins nucléaires de l'île";"Journal 08h00 : émission du 11 juin 2013";"Journal 08h00";"Le 7/9";"";"sous marin nucléaire|Finistère";"Thébault, Mickaël (Journaliste)|Chambonnière, Hervé (Participant)|Marie Leconte, Julie (Journaliste)"
"5679332_001_003";"France Inter";"2013-06-11T08:00:00+01:00";"45";"L'usine Michelin de Joué-lès-Tours (Indre-et-Loire) va supprimer sept cents postes sur neuf cent";"Journal 08h00 : émission du 11 juin 2013";"Journal 08h00";"Le 7/9";"";"licenciement|Indre et Loire|industrie automobile|plan social";"Lagarde, Olivier de (Journaliste)|Thébault, Mickaël (Journaliste)|Senard, Jean Dominique (Participant)"
"5679332_001_004";"France Inter";"2013-06-11T08:00:00+01:00";"70";"Exposition des sculptures de Giuseppe PENONE au château de Versailles";"Journal 08h00 : émission du 11 juin 2013";"Journal 08h00";"Le 7/9";"";"sculpture|Versailles|exposition";"Pommier, Frédéric (Journaliste)|Penone, Giuseppe (Participant)|Thébault, Mickaël (Journaliste)"
"5679318_001_013";"France Inter";"2013-06-11T08:15:00+01:00";"60";"Point route";"Le 7/9 : émission du 11 juin 2013";"";"Le 7/9";"";"";""
"5679318_001_014";"France Inter";"2013-06-11T08:16:00+01:00";"190";"Géopolitique";"Le 7/9 : émission du 11 juin 2013";"";"Le 7/9";"";"";""
"5679318_001_015";"France Inter";"2013-06-11T08:20:00+01:00";"641";"L'invité d'inter";"Le 7/9 : émission du 11 juin 2013";"";"Le 7/9";"";"";""
"5679318_001_016";"France Inter";"2013-06-11T08:30:00+01:00";"405";"La revue de presse";"Le 7/9 : émission du 11 juin 2013";"";"Le 7/9";"";"";""
"5679318_001_017";"France Inter";"2013-06-11T08:37:30+01:00";"155";"La chronique de Marcel Rufo";"Le 7/9 : émission du 11 juin 2013";"";"Le 7/9";"";"";""
"5679318_001_018";"France Inter";"2013-06-11T08:41:00+01:00";"787";"Inter activ";"Le 7/9 : émission du 11 juin 2013";"";"Le 7/9";"";"";""
"5679318_001_019";"France Inter";"2013-06-11T08:55:20+01:00";"183";"Le billet de Sophia Aram";"Le 7/9 : émission du 11 juin 2013";"";"Le 7/9";"";"";""
"5679349_001_001";"France Inter";"2013-06-11T11:30:00+01:00";"";"Paper child";"Clovis Cornillac ; Pascal Neveu ; Colours in the street";"On va tous y passer";"";"";"";"Colours in the street-groupe (Interprète)"
"5679349_001_002";"France Inter";"2013-06-11T12:15:00+01:00";"0";"Triangle";"Clovis Cornillac ; Pascal Neveu ; Colours in the street";"On va tous y passer";"";"";"";"Colours in the street-groupe (Interprète)"
"5679359_001_001";"France Inter";"2013-06-11T13:00:00+01:00";"35";"Enquête du journal ""Le Télégramme"" sur la sécurité de la base de sous-marins nucléaires de l'île";"Journal 13h00 : émission du 11 juin 2013";"Inter treize";"";"";"sous marin nucléaire|Finistère";"Chambonnière, Hervé (Participant)|Marie Leconte, Julie (Journaliste)|Servajean, Claire (Journaliste)|Bayle, Pierre (Participant)"
"5679359_001_002";"France Inter";"2013-06-11T13:00:00+01:00";"40";"Douzième jour de mobilisation en Turquie : interventions des forces de l'ordre contre les";"Journal 13h00 : émission du 11 juin 2013";"Inter treize";"";"";"Istanbul|manifestation";"Erdogan, Recep Tayyip (Participant)|Giniaux, Antoine (Journaliste)|Servajean, Claire (Journaliste)"
"5679359_001_003";"France Inter";"2013-06-11T13:00:00+01:00";"460";"Les révélations de l'ancien employé de la NSA Edward SNOWDEN sur le programme de surveillance";"Journal 13h00 : émission du 11 juin 2013";"Inter treize";"";"";"Etats Unis|NSA|Internet|télécommunications|Snowden, Edward|espionnage|affaire|droit d'asile";"Guisnel, Jean (Participant)|Joly, Eva (Participant)|Cognard, Franck (Journaliste)|Madji, Nasser (Journaliste)|Servajean, Claire (Journaliste)"
"5679359_001_004";"France Inter";"2013-06-11T13:00:00+01:00";"35";"Hommage national aux Invalides à l'ancien Premier ministre Pierre MAUROY, mort à Clamart";"Journal 13h00 : émission du 11 juin 2013";"Inter treize";"";"";"décès|homme politique|Mauroy, Pierre";"Graziani, Cyril (Journaliste)|Servajean, Claire (Journaliste)|Hollande, François (Participant)"
"5679359_001_005";"France Inter";"2013-06-11T13:00:00+01:00";"20";"Hommage au siège du Parti socialiste rue de Solférino (Paris, VIIème) à l'ancien Premier ministre";"Journal 13h00 : émission du 11 juin 2013";"Inter treize";"";"";"décès|homme politique|Mauroy, Pierre";"Aubry, Martine (Participant)|Graziani, Cyril (Journaliste)|Servajean, Claire (Journaliste)"
"5679359_001_006";"France Inter";"2013-06-11T13:00:00+01:00";"20";"Les critiques contre l'Allemagne du coprésident du Parti de Gauche Jean-Luc MELENCHON";"Journal 13h00 : émission du 11 juin 2013";"Inter treize";"";"";"Allemagne|Parti de gauche-France|démographie";"Mélenchon, Jean Luc (Participant)|Servajean, Claire (Journaliste)"
"5679359_001_007";"France Inter";"2013-06-11T13:00:00+01:00";"30";"Non-lieu requis par le parquet pour Dominique STRAUSS-KAHN dans l'affaire de proxénétisme du";"Journal 13h00 : émission du 11 juin 2013";"Inter treize";"";"";"proxénétisme|Lille|Strauss Kahn, Dominique|affaire";"Malka, Richard (Participant)|Ghibaudo, Sara (Journaliste)|Servajean, Claire (Journaliste)"
"5679359_001_008";"France Inter";"2013-06-11T13:00:00+01:00";"45";"Le marché de la revente d'or par les particuliers";"Journal 13h00 : émission du 11 juin 2013";"Inter treize";"";"";"commerce|or";"Hammadi, Razzy (Participant)|Rebibo, Gilles (Participant)|Chrétien, Simon (Journaliste)|Servajean, Claire (Journaliste)"
"5679372_001_001";"France Inter";"2013-06-11T18:00:00+01:00";"55";"""Chantiers d'Europe : Lisbonne-Paris"" au théâtre de la Ville";"Inter soir 18h00 : émission du 11 juin 2013";"Inter soir 18h00";"";"";"théâtre|Paris|Portugal|France|danse|Lisbonne";"Abiteboul, Philippe (Journaliste)|Fiorile, Thierry (Journaliste)|Demarcy Mota, Emmanuel (Participant)"
"5679380_001_001";"France Inter";"2013-06-11T19:00:08+01:00";"";"Studio début";"Inter soir 19h00 : émission du 11 juin 2013";"Inter soir 19h00";"";"";"";""
"5679380_001_003";"France Inter";"2013-06-11T19:02:04+01:00";"";"Poursuite des manifestations en Turquie";"Inter soir 19h00 : émission du 11 juin 2013";"Inter soir 19h00";"";"Reportage à Istanbul, en Turquie, où les manifestants continuent d'occuper la place Taksim et le parc Gezi pour exprimer leur opposition au Premier ministre Recep Erdogan. 
Le commentaire alterne avec l'interview de manifestants.";"répression|crise politique|place|politique intérieure|Istanbul|Erdogan, Recep Tayyip|démocratie|manifestation|police|liberté d'expression|révolte|Turquie|violence";"Gignaux, Antoine (Journaliste)"
"5679380_001_004";"France Inter";"2013-06-11T19:03:38+01:00";"";"Studio lancement : interview de Serge Ayoub";"Inter soir 19h00 : émission du 11 juin 2013";"Inter soir 19h00";"";"";"";""
"5679380_001_005";"France Inter";"2013-06-11T19:04:05+01:00";"";"Interview : Serge Ayoub";"Inter soir 19h00 : émission du 11 juin 2013";"Inter soir 19h00";"";"Interview de Serge AYOUB, chef du groupe d'extrême droite JNR, Jeunesses nationalistes révolutionnaires, qui réagit à l'annonce du gouvernement de vouloir dissoudre son mouvement à la suite du meurtre de Clément Méric, militant antifasciste, par un skinhead d'extrême droite.";"décès|extrême gauche|fanatisme|extrême droite|politique intérieure|gouvernement|courant politique|militant|société|Méric, Clément|skinhead|idéologie politique|dissolution";"Hallot, Géraldine (Journaliste)|Ayoub, Serge (Participant)"
"5679380_001_006";"France Inter";"2013-06-11T19:05:04+01:00";"";"Studio lancement : projet de libéralisation du contrôle aérien en Europe";"Inter soir 19h00 : émission du 11 juin 2013";"Inter soir 19h00";"";"";"";""
"5679380_001_007";"France Inter";"2013-06-11T19:05:42+01:00";"";"Correspondance : Strasbourg, projet de libéralisation du contrôle aérien en Europe";"Inter soir 19h00 : émission du 11 juin 2013";"Inter soir 19h00";"";"Correspondance de Quentin DICKINSON depuis Strasbourg sur le projet de libéralisation du contrôle aérien étudié par la commission européenne et qui a déclenché une grève des contrôleurs aériens.";"circulation aérienne|transport aérien|libéralisme|Union européenne|contrôleur aérien|réforme|grève|Strasbourg";"Dickinson, Quentin (Journaliste)"
"5679380_001_008";"France Inter";"2013-06-11T19:07:04+01:00";"";"Studio brèves";"Inter soir 19h00 : émission du 11 juin 2013";"Inter soir 19h00";"";"";"";""
"5679380_001_009";"France Inter";"2013-06-11T19:08:10+01:00";"";"Enquête sur la sécurité du site de l'île longue à Brest";"Inter soir 19h00 : émission du 11 juin 2013";"Inter soir 19h00";"";"Reportage consacré à l'enquête menée par des journalistes du ""Télégramme de Brest"" sur les défaillances de la sécurité du site de l'Ile longue, presqu'île dans la rade de Brest qui abrite des sous-marins nucléaires.
Le commentaire alterne avec l'interview de Brestois.";"quotidien|base navale|sécurité|marine|sous marin nucléaire|Brest|enquête d'investigation";"Le Nigen, Valérie (Journaliste)"
"5679380_001_010";"France Inter";"2013-06-11T19:09:27+01:00";"0";"Studio lancement : destruction d'articles de contrefaçon saisis par les douanes";"Inter soir 19h00 : émission du 11 juin 2013";"Inter soir 19h00";"";"";"";""
"5679380_001_011";"France Inter";"2013-06-11T19:09:58+01:00";"";"Destruction d'articles de contrefaçon saisis par les douanes";"Inter soir 19h00 : émission du 11 juin 2013";"Inter soir 19h00";"";"Reportage consacré à la première journée nationale de destruction des articles de contrefaçon saisis par les douanes. La ministre du Commerce est venue assister à cet acte symbolique dans un entrepôt de Chilly Mazarin pour insister sur l'importance de la lutte contre ce type de fraude.
Le commentaire alterne avec une déclaration de Nicole BRICQ, ministre du Commerce, et l'interview d'Erwan GUILMIN, directeur régional des douanes Paris ouest.";"destruction|fraude|Chilly Mazarin|contrefaçon|vie économique|douane";"Bricq, Nicole (Participant)|Cognard, Franck (Journaliste)|Guilmin, Erwan (Participant)"
"5679380_001_012";"France Inter";"2013-06-11T19:11:15+01:00";"";"Studio brèves";"Inter soir 19h00 : émission du 11 juin 2013";"Inter soir 19h00";"";"";"";""
"5679380_001_013";"France Inter";"2013-06-11T19:12:19+01:00";"";"Extrait du discours de François Hollande aux Invalides en hommage à Pierre Mauroy";"Inter soir 19h00 : émission du 11 juin 2013";"Inter soir 19h00";"";"Extrait du discours prononcé par le président de la République François HOLLANDE lors de l'hommage national rendu à Pierre Mauroy ce matin aux Invalides.";"monument|décès|homme politique|Paris|Mauroy, Pierre|chef d'Etat|discours|hommage";"Hollande, François (Participant)"
"5679380_001_014";"France Inter";"2013-06-11T19:13:19+01:00";"";"Studio brève : la popularité de François Hollande et Jean-Marc Ayrault en hausse";"Inter soir 19h00 : émission du 11 juin 2013";"Inter soir 19h00";"";"";"";""
"5679380_001_015";"France Inter";"2013-06-11T19:13:54+01:00";"";"Correspondance : New York, Edward Snowden accusé d'espionnage";"Inter soir 19h00 : émission du 11 juin 2013";"Inter soir 19h00";"";"Correspondance d'Aurélien COLLY depuis New York, aux Etats-Unis, à propos de l'enquête en cours contre Edward Snowden accusé d'espionnage après avoir divulgué des informations sur le programme de surveillance de la NSA, National security agency.";"mandat d'arrêt|service secret|secret|Etats Unis|Chine République populaire|Internet|Snowden, Edward|espionnage|extradition|site internet";"Colly, Aurélien (Journaliste)"
"5679380_001_016";"France Inter";"2013-06-11T19:14:54+01:00";"";"Studio brèves";"Inter soir 19h00 : émission du 11 juin 2013";"Inter soir 19h00";"";"";"";""
"5679380_001_017";"France Inter";"2013-06-11T19:15:47+01:00";"";"Un enseignant fait visionner à sa classe de 6ème un film d'horreur";"Inter soir 19h00 : émission du 11 juin 2013";"Inter soir 19h00";"";"Reportage relatant l'incident survenu dans le collège Saint-Jean Baptiste, à Colombes, dans les Hauts de Seine. Un professeur de mathématiques a fait regarder à sa classe de 6ème un film d'horreur interdit aux moins de 16 ans, ""Saw"", et susceptible de choquer les enfants. L'enseignant a été suspendu à titre conservatoire en attendant d'établir les responsabilités.
Le commentaire alterne avec l'interview d'un père de famille et d'Edouard ROSSELET, directeur de l'inspection académique des Hauts de Seine.";"polémique|enseignant|Colombes|Education nationale|collège|état psychologique|élève";"Rosselet, Edouard (Participant)|Yakin, Joanna (Journaliste)"
"5679380_001_018";"France Inter";"2013-06-11T19:17:02+01:00";"";"Studio brèves";"Inter soir 19h00 : émission du 11 juin 2013";"Inter soir 19h00";"";"";"";""
"5679380_001_019";"France Inter";"2013-06-11T19:18:22+01:00";"";"Un journaliste de France Télévisions rappelé à l'ordre";"Inter soir 19h00 : émission du 11 juin 2013";"Inter soir 19h00";"";"Reportage consacré à Pierre-Etienne Léonard, journaliste au service sport de France Télévisions, sanctionné par sa direction pour avoir commenté, sur le site francetv sport, les matchs de tennis de Roland Garros avec une grande liberté de ton.    
Le commentaire alterne avec des extraits des commentaires de Pierre-Etienne Léonard.";"style|sanction|journaliste|France télévisions|Léonard, Pierre Etienne|média";"Ackoun, Alexandra (Journaliste)"
"5679380_001_020";"France Inter";"2013-06-11T19:19:48+01:00";"";"Studio fin";"Inter soir 19h00 : émission du 11 juin 2013";"Inter soir 19h00";"";"";"";""
"5679387_001_001";"France Inter";"2013-06-11T21:29:00+01:00";"";"Twa fey";"Ti Coca ; Kobo town ; Manuele Fior ; Catherine Bédard";"Ouvert la nuit";"";"";"";"Ti Coca-chanteur (Interprète)"
"5679387_001_002";"France Inter";"2013-06-11T21:49:00+01:00";"0";"Mister monday";"Ti Coca ; Kobo town ; Manuele Fior ; Catherine Bédard";"Ouvert la nuit";"";"";"";"Kobo town-groupe (Interprète)"
"5679387_001_003";"France Inter";"2013-06-11T22:05:00+01:00";"0";"Rekwaze";"Ti Coca ; Kobo town ; Manuele Fior ; Catherine Bédard";"Ouvert la nuit";"";"";"";"Ti Coca-chanteur (Interprète)"
"5679399_001_001";"France Inter";"2013-06-12T02:03:00+01:00";"";"Le procès Brancusi, l'oiseau dans l'espace est-il de l'art ?";"Le procès Brancusi, l'oiseau dans l'espace est-il de l'art ?";"Au fil de l'histoire";"Les nuits d'Inter";"";"";""
"5679405_001_001";"France Inter";"2013-06-12T05:00:02+01:00";"238";"Flash 05h00";"Le 5/6 : émission du 12 juin 2013";"";"Le 5/6";"";"";""
"5679405_001_002";"France Inter";"2013-06-12T05:04:00+01:00";"60";"Météo";"Le 5/6 : émission du 12 juin 2013";"";"Le 5/6";"";"";""
"5679405_001_003";"France Inter";"2013-06-12T05:15:00+01:00";"271";"Mots et merveilles";"Le 5/6 : émission du 12 juin 2013";"";"Le 5/6";"";"";""
"5679405_001_004";"France Inter";"2013-06-12T05:15:00+01:00";"226";"Allô, l'Europe ?";"Le 5/6 : émission du 12 juin 2013";"";"Le 5/6";"";"";""
"5679405_001_005";"France Inter";"2013-06-12T05:25:00+01:00";"351";"L'actualité du bout du monde";"Le 5/6 : émission du 12 juin 2013";"";"Le 5/6";"";"";""
"5679405_001_006";"France Inter";"2013-06-12T05:30:00+01:00";"420";"Journal 05h30";"Le 5/6 : émission du 12 juin 2013";"";"Le 5/6";"";"";""
"5679405_001_007";"France Inter";"2013-06-12T05:37:00+01:00";"200";"Journal de l'Outre mer";"Le 5/6 : émission du 12 juin 2013";"";"Le 5/6";"";"";""
"5679405_001_008";"France Inter";"2013-06-12T05:43:30+01:00";"71";"L'attrape-livres";"Le 5/6 : émission du 12 juin 2013";"";"Le 5/6";"";"";""
"5679405_001_009";"France Inter";"2013-06-12T05:53:00+01:00";"286";"Les oubliettes du temps";"Le 5/6 : émission du 12 juin 2013";"";"Le 5/6";"";"";""
"5679405_001_010";"France Inter";"2013-06-12T05:56:30+01:00";"30";"Que faut-il attendre de cette journée ?";"Le 5/6 : émission du 12 juin 2013";"";"Le 5/6";"";"";""
"5679417_001_001";"France Inter";"2013-06-12T06:00:00+01:00";"724";"Journal 06h00";"Le 6/7 : émission du 12 juin 2013";"";"Le 6/7";"";"";""
"5679418_001_001";"France Inter";"2013-06-12T06:00:00+01:00";"70";"Lancement d'une procédure de dissolution des mouvements d'extrêmes droites Troisième voie et";"Journal 06h00 : émission du 12 juin 2013";"Journal 06h00";"Le 6/7";"";"agression|extrême gauche|extrême droite|Méric, Clément|affaire|violence";"Roussel, Hélène (Journaliste)|Ayrault, Jean Marc (Participant)|Aliot, Louis (Participant)|Bécard, Carine (Journaliste)"
"5679418_001_002";"France Inter";"2013-06-12T06:00:00+01:00";"45";"Stimulation d'attentats terroristes à Lyon organisé par la préfecture : attentat au gaz sarin dans";"Journal 06h00 : émission du 12 juin 2013";"Journal 06h00";"Le 6/7";"";"terrorisme|attentat|Lyon";"Roussel, Hélène (Journaliste)|Vincent, Christophe (Journaliste)|Rouvé, Stéphane (Participant)"
"5679417_001_002";"France Inter";"2013-06-12T06:12:00+01:00";"60";"Point route";"Le 6/7 : émission du 12 juin 2013";"";"Le 6/7";"";"";""
"5679417_001_003";"France Inter";"2013-06-12T06:14:00+01:00";"135";"Le billet d'Eric Delvaux";"Le 6/7 : émission du 12 juin 2013";"";"Le 6/7";"";"";""
"5679417_001_004";"France Inter";"2013-06-12T06:16:30+01:00";"142";"Grand angle";"Le 6/7 : émission du 12 juin 2013";"";"Le 6/7";"";"";""
"5679417_001_005";"France Inter";"2013-06-12T06:19:30+01:00";"150";"Le disque du jour";"Le 6/7 : émission du 12 juin 2013";"";"Le 6/7";"";"";""
"5679417_001_006";"France Inter";"2013-06-12T06:22:00+01:00";"211";"Ailleurs";"Le 6/7 : émission du 12 juin 2013";"";"Le 6/7";"";"";""
"5679417_001_007";"France Inter";"2013-06-12T06:25:00+01:00";"177";"Bonjour chez vous";"Le 6/7 : émission du 12 juin 2013";"";"Le 6/7";"";"";""
"5679417_001_008";"France Inter";"2013-06-12T06:29:00+01:00";"60";"Météo";"Le 6/7 : émission du 12 juin 2013";"";"Le 6/7";"";"";""
"5679417_001_009";"France Inter";"2013-06-12T06:30:00+01:00";"522";"Journal 06h30";"Le 6/7 : émission du 12 juin 2013";"";"Le 6/7";"";"";""
"5679426_001_001";"France Inter";"2013-06-12T06:30:00+01:00";"40";"Procès en Tunisie des trois militantes féministes du groupe Femen qui avaient manifesté seins nus à";"Journal 06h30 : émission du 12 juin 2013";"Journal 06h30";"Le 6/7";"";"association|manifestation|procès|outrage à la pudeur|Tunisie|féminisme";"Thébault, Mickaël (Journaliste)|Chauvet, Anne (Journaliste)|Hillier, Danielle (Participant)"
"5679426_001_002";"France Inter";"2013-06-12T06:30:00+01:00";"30";"Le tribunal de commerce de Paris rejette les offres de reprise du groupe Virgin : des salariés ";"Journal 06h30 : émission du 12 juin 2013";"Journal 06h30";"Le 6/7";"";"fermeture|manifestation|faillite";"Thébault, Mickaël (Journaliste)|Lebissonnais, Frédéric (Participant)|Bastid, Jean Damien (Participant)|Place, Richard (Journaliste)"
"5679426_001_003";"France Inter";"2013-06-12T06:30:00+01:00";"60";"Lille : chapelle ardente de l'ancien Premier ministre Pierre MAUROY, mort à Clamart";"Journal 06h30 : émission du 12 juin 2013";"Journal 06h30";"Le 6/7";"";"décès|homme politique|Lille|Mauroy, Pierre";"Serazin, Emmanuel (Journaliste)|Thébault, Mickaël (Journaliste)"
"5679417_001_010";"France Inter";"2013-06-12T06:35:00+01:00";"265";"Le journal des sports";"Le 6/7 : émission du 12 juin 2013";"";"Le 6/7";"";"";""
"5679417_001_011";"France Inter";"2013-06-12T06:43:00+01:00";"60";"Point route";"Le 6/7 : émission du 12 juin 2013";"";"Le 6/7";"";"";""
"5679417_001_012";"France Inter";"2013-06-12T06:46:30+01:00";"635";"Le carrefour du 6/7";"Le 6/7 : émission du 12 juin 2013";"";"Le 6/7";"";"";""
"5679417_001_013";"France Inter";"2013-06-12T06:46:30+01:00";"167";"La chronique politique";"Le 6/7 : émission du 12 juin 2013";"";"Le 6/7";"";"";""
"5679417_001_014";"France Inter";"2013-06-12T06:47:30+01:00";"250";"Sans déconnecter";"Le 6/7 : émission du 12 juin 2013";"";"Le 6/7";"";"";""
"5679417_001_015";"France Inter";"2013-06-12T06:49:30+01:00";"86";"La question du jour";"Le 6/7 : émission du 12 juin 2013";"";"Le 6/7";"";"";""
"5679417_001_016";"France Inter";"2013-06-12T06:58:00+01:00";"44";"Météo";"Le 6/7 : émission du 12 juin 2013";"";"Le 6/7";"";"";""
"5679435_001_001";"France Inter";"2013-06-12T07:00:00+01:00";"815";"Journal 07h00";"Le 7/9 : émission du 12 juin 2013";"";"Le 7/9";"";"";""
"5679436_001_001";"France Inter";"2013-06-12T07:00:00+01:00";"40";"Poursuite des affrontements entre forces de l'ordre et manifestants place Taksim à Istanbul";"Journal 07h00 : émission du 12 juin 2013";"Journal 07h00";"Le 7/9";"";"Istanbul|manifestation";"Giniaux, Antoine (Journaliste)|Fily, Hélène (Journaliste)"
"5679436_001_002";"France Inter";"2013-06-12T07:00:00+01:00";"20";"Sursis pour les agresseurs du RER D qui avaient dépouillé et frappé des voyageurs en gare de Grigny";"Journal 07h00 : émission du 12 juin 2013";"Journal 07h00";"Le 7/9";"";"délinquance|agression|procès|RER|jeunesse|violence";"Caruso, Laurent (Participant)|Fily, Hélène (Journaliste)|Dupiot, Charlie (Journaliste)"
"5679436_001_003";"France Inter";"2013-06-12T07:00:00+01:00";"30";"A partir de novembre les buralistes vont vendre des comptes et des cartes bancaires  ";"Journal 07h00 : émission du 12 juin 2013";"Journal 07h00";"Le 7/9";"";"carte bancaire";"Maitre, Serge (Participant)|Baer, Sébastien (Journaliste)|Le Bret, Hugues (Participant)|Fily, Hélène (Journaliste)"
"5679436_001_004";"France Inter";"2013-06-12T07:00:00+01:00";"45";"L'épreuve du baccalauréat";"Journal 07h00 : émission du 12 juin 2013";"Journal 07h00";"Le 7/9";"";"baccalauréat";"Bourhan, Sonia (Journaliste)|Fily, Hélène (Journaliste)"
"5679435_001_002";"France Inter";"2013-06-12T07:16:00+01:00";"299";"Le zoom de la rédaction";"Le 7/9 : émission du 12 juin 2013";"";"Le 7/9";"";"";""
"5679435_001_003";"France Inter";"2013-06-12T07:20:00+01:00";"189";"L'édito éco";"Le 7/9 : émission du 12 juin 2013";"";"Le 7/9";"";"";""
"5679435_001_004";"France Inter";"2013-06-12T07:23:00+01:00";"289";"Encore un matin";"Le 7/9 : émission du 12 juin 2013";"";"Le 7/9";"";"";""
"5679435_001_005";"France Inter";"2013-06-12T07:29:00+01:00";"60";"Météo";"Le 7/9 : émission du 12 juin 2013";"";"Le 7/9";"";"";""
"5679435_001_006";"France Inter";"2013-06-12T07:30:00+01:00";"709";"Journal 07h30";"Le 7/9 : émission du 12 juin 2013";"";"Le 7/9";"";"";""
"5679441_001_001";"France Inter";"2013-06-12T07:30:00+01:00";"25";"Lancement d'une procédure de dissolution des mouvements d'extrêmes droites Troisième voie et";"Journal 07h30 : émission du 12 juin 2013";"Journal 07h30";"Le 7/9";"";"agression|extrême gauche|extrême droite|Méric, Clément|affaire|violence";"Roussel, Hélène (Journaliste)|Lecoeur, Erwan (Participant)"
"5679441_001_002";"France Inter";"2013-06-12T07:30:00+01:00";"35";"Grève des cheminots contre la réforme ferroviaire";"Journal 07h30 : émission du 12 juin 2013";"Journal 07h30";"Le 7/9";"";"syndicat|SNCF|grève";"Roussel, Hélène (Journaliste)|Lachaud, Régis (Journaliste)|Bonnet, Nathalie (Participant)"
"5679441_001_003";"France Inter";"2013-06-12T07:30:00+01:00";"25";"Procès en Tunisie des trois militantes féministes du groupe Femen qui avaient manifesté seins nus à";"Journal 07h30 : émission du 12 juin 2013";"Journal 07h30";"Le 7/9";"";"association|manifestation|procès|outrage à la pudeur|Tunisie|féminisme";"Roussel, Hélène (Journaliste)|Cavaillès, Thibault (Journaliste)|Guellali, Amna (Participant)"
"5679435_001_007";"France Inter";"2013-06-12T07:45:00+01:00";"83";"Le 7h43";"Le 7/9 : émission du 12 juin 2013";"";"Le 7/9";"";"";""
"5679435_001_008";"France Inter";"2013-06-12T07:46:00+01:00";"189";"L'édito politique";"Le 7/9 : émission du 12 juin 2013";"";"Le 7/9";"";"";""
"5679435_001_009";"France Inter";"2013-06-12T07:49:00+01:00";"197";"L'éco du jour";"Le 7/9 : émission du 12 juin 2013";"";"Le 7/9";"";"";""
"5679435_001_010";"France Inter";"2013-06-12T07:52:00+01:00";"420";"L'invité de 7h50";"Le 7/9 : émission du 12 juin 2013";"";"Le 7/9";"";"";""
"5679435_001_011";"France Inter";"2013-06-12T07:57:00+01:00";"112";"La touche de Collin et Mauduit";"Le 7/9 : émission du 12 juin 2013";"";"Le 7/9";"";"";""
"5679435_001_012";"France Inter";"2013-06-12T07:59:00+01:00";"60";"Météo";"Le 7/9 : émission du 12 juin 2013";"";"Le 7/9";"";"";""
