Identifiant;Chaine;startDate;DureeSecondes;TitreSujet;TitreEmission;TitreCollection;TitreTrancheHoraire;Chapeau;Descripteurs;Generique
"5033461_001_001";"France 5";"2013-06-09T19:55:47+01:00";"13";"Bande annonce émission suivante : EMBARQUEMENT IMMEDIAT";"[Interprogrammes FR5 de 19 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 19 heures]";"";"";""
"5033461_001_002";"France 5";"2013-06-09T19:56:00+01:00";"26";"Message d'intérêt général : WWW.DONDUSANG.NET";"[Interprogrammes FR5 de 19 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 19 heures]";"";"";""
"5033461_001_003";"France 5";"2013-06-09T19:56:26+01:00";"200";"Pub 5em 19h52";"[Interprogrammes FR5 de 19 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 19 heures]";"";"";""
"5033461_001_004";"France 5";"2013-06-09T19:59:46+01:00";"29";"Baet ftv soirees france televisions";"[Interprogrammes FR5 de 19 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 19 heures]";"";"";""
"5033461_001_005";"France 5";"2013-06-09T20:00:15+01:00";"35";"Bande annonce émission : UNE MAISON UN ECRIVAIN";"[Interprogrammes FR5 de 19 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 19 heures]";"";"";""
"5033463_001_001";"France 5";"2013-06-09T20:26:39+01:00";"30";"Message collective produit - entreprise france info";"[Interprogrammes FR5 de 20 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 20 heures]";"";"";""
"5033463_001_002";"France 5";"2013-06-09T20:27:09+01:00";"28";"Bande annonce émission : LES MATERNELLES";"[Interprogrammes FR5 de 20 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 20 heures]";"";"";""
"5033465_001_001";"France 5";"2013-06-09T20:36:06+01:00";"16";"Bande annonce émission suivante : LE DOC DU DIMANCHE";"[Interprogrammes FR5 de 20 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 20 heures]";"";"";""
"5033465_001_002";"France 5";"2013-06-09T20:36:22+01:00";"34";"Pub 5em 20h35";"[Interprogrammes FR5 de 20 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 20 heures]";"";"";""
"5033467_001_001";"France 5";"2013-06-09T20:37:58+01:00";"39";"Bande annonce émission (sponsor) : SALE TEMPS POUR LA PLANETE";"[Interprogrammes FR5 de 20 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 20 heures]";"";"";""
"5033468_001_001";"France 5";"2013-06-09T20:38:37+01:00";"78";"[Plateau : 1ère partie]";"Le doc du dimanche : [programme du 9 juin 2013]";"";"Le doc du dimanche";"";"";""
"5033468_001_002";"France 5";"2013-06-09T20:39:55+01:00";"3154";"Beauval, dans les coulisses du premier zoo de France";"Le doc du dimanche : [programme du 9 juin 2013]";"";"Le doc du dimanche";"";"";""
"5033468_001_003";"France 5";"2013-06-09T21:32:29+01:00";"30";"[Plateau : 2ème partie]";"Le doc du dimanche : [programme du 9 juin 2013]";"";"Le doc du dimanche";"";"";""
"5033470_001_001";"France 5";"2013-06-09T21:32:59+01:00";"17";"Bande annonce émission suivante : C EST NOTRE AFFAIRE";"[Interprogrammes FR5 de 21 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 21 heures]";"";"";""
"5033470_001_002";"France 5";"2013-06-09T21:33:16+01:00";"59";"Baet ftv cap mediterranee";"[Interprogrammes FR5 de 21 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 21 heures]";"";"";""
"5033470_001_003";"France 5";"2013-06-09T21:34:15+01:00";"32";"Bande annonce émission : LE MONDE EN FACE";"[Interprogrammes FR5 de 21 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 21 heures]";"";"";""
"5033470_001_004";"France 5";"2013-06-09T21:34:47+01:00";"6";"Auto promotion : FRANCE 5";"[Interprogrammes FR5 de 21 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 21 heures]";"";"";""
"5033472_001_001";"France 5";"2013-06-09T22:06:00+01:00";"12";"Bande annonce émission suivante : LA BICYCLETTE BLEUE";"[Interprogrammes FR5 de 22 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 22 heures]";"";"";""
"5033472_001_002";"France 5";"2013-06-09T22:06:12+01:00";"47";"Pub 5em 22h45";"[Interprogrammes FR5 de 22 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 22 heures]";"";"";""
"5033472_001_003";"France 5";"2013-06-09T22:06:59+01:00";"45";"Bande annonce émission (sponsor) : LE MAGAZINE DE LA SANTE - ALLO DOCTEURS";"[Interprogrammes FR5 de 22 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 22 heures]";"";"";""
"5033474_001_001";"France 5";"2013-06-09T23:40:19+01:00";"31";"Bande annonce émission : SALE TEMPS POUR LA PLANETE";"[Interprogrammes FR5 de 23 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 23 heures]";"";"";""
"5033474_001_002";"France 5";"2013-06-09T23:40:50+01:00";"6";"Auto promotion : FRANCE 5";"[Interprogrammes FR5 de 23 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 23 heures]";"";"";""
"5033476_001_001";"France 5";"2013-06-09T24:32:37+01:00";"6";"Auto promotion : FRANCE 5";"[Interprogrammes FR5 de 0 heure : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 0 heure]";"";"";""
"5033478_001_001";"France 5";"2013-06-09T25:23:26+01:00";"6";"Auto promotion : FRANCE 5";"[Interprogrammes FR5 de 1 heure : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 1 heure]";"";"";""
"5033480_001_001";"France 5";"2013-06-09T26:15:34+01:00";"6";"Auto promotion : FRANCE 5";"[Interprogrammes FR5 de 2 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 2 heures]";"";"";""
"5033482_001_001";"France 5";"2013-06-09T26:42:10+01:00";"39";"Bande annonce émission : C A VOUS";"[Interprogrammes FR5 de 2 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 2 heures]";"";"";""
"5033484_001_001";"France 5";"2013-06-09T26:56:22+01:00";"6";"Auto promotion : FRANCE 5";"[Interprogrammes FR5 de 2 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 2 heures]";"";"";""
"5033486_001_001";"France 5";"2013-06-09T26:59:43+01:00";"17";"Auto promotion : FRANCE 5";"[Interprogrammes FR5 de 2 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 2 heures]";"";"";""
"5033486_001_002";"France 5";"2013-06-09T27:00:09+01:00";"32";"Bande annonce émission : LE MONDE EN FACE";"[Interprogrammes FR5 de 2 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 2 heures]";"";"";""
"5034101_001_001";"France 5";"2013-06-09T27:52:57+01:00";"6";"Auto promotion : FRANCE 5";"[Interprogrammes FR5 de 3 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 3 heures]";"";"";""
"5034103_001_001";"France 5";"2013-06-09T28:41:37+01:00";"6";"Auto promotion : FRANCE 5";"[Interprogrammes FR5 de 4 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 4 heures]";"";"";""
"5033428_001_001";"France 5";"2013-06-09T29:52:23+01:00";"31";"Bande annonce émission : SALE TEMPS POUR LA PLANETE";"[Interprogrammes FR5 de 5 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 5 heures]";"";"";""
"5034111_001_001";"France 5";"2013-06-10T06:43:40+01:00";"12";"Bande annonce émission suivante : ZOUZOUS";"[Interprogrammes FR5 de 6 heures : programme du 10 juin 2013]";"";"[Interprogrammes FR5 de 6 heures]";"";"";""
"5034111_001_002";"France 5";"2013-06-10T06:43:52+01:00";"97";"Pub 5em 07h00";"[Interprogrammes FR5 de 6 heures : programme du 10 juin 2013]";"";"[Interprogrammes FR5 de 6 heures]";"";"";""
"5034111_001_003";"France 5";"2013-06-10T06:45:29+01:00";"28";"Bande annonce émission : LES MATERNELLES";"[Interprogrammes FR5 de 6 heures : programme du 10 juin 2013]";"";"[Interprogrammes FR5 de 6 heures]";"";"";""
"5034112_001_001";"France 5";"2013-06-10T06:45:57+01:00";"28";"[Plateau : 1ère partie]";"Zouzous : [programme du 10 juin 2013]";"";"Zouzous";"";"";""
"5034112_001_002";"France 5";"2013-06-10T06:46:25+01:00";"815";"Clifford : Un après midi de chien";"Zouzous : [programme du 10 juin 2013]";"";"Zouzous";"";"";""
"5034112_001_003";"France 5";"2013-06-10T07:00:00+01:00";"6";"[Plateau : 2ème partie]";"Zouzous : [programme du 10 juin 2013]";"";"Zouzous";"";"";""
"5034112_001_004";"France 5";"2013-06-10T07:00:06+01:00";"461";"Max & Ruby : Le château de Max";"Zouzous : [programme du 10 juin 2013]";"";"Zouzous";"";"";""
"5034112_001_005";"France 5";"2013-06-10T07:22:40+01:00";"7";"[Plateau : 3ème partie]";"Zouzous : [programme du 10 juin 2013]";"";"Zouzous";"";"";""
"5034112_001_006";"France 5";"2013-06-10T07:22:47+01:00";"735";"Martin matin : Ca plane pour Martin";"Zouzous : [programme du 10 juin 2013]";"";"Zouzous";"";"";""
"5034112_001_025";"France 5";"2013-06-10T07:35:02+01:00";"35";"[Interprogrammes FR5 de 7 heures : programme du 10 juin 2013]";"Zouzous : [programme du 10 juin 2013]";"";"Zouzous";"";"";""
"5034116_001_001";"France 5";"2013-06-10T07:35:02+01:00";"35";"Bande annonce programme : ZOU";"[Interprogrammes FR5 de 7 heures : programme du 10 juin 2013]";"";"[Interprogrammes FR5 de 7 heures]";"";"";""
"5034112_001_007";"France 5";"2013-06-10T07:35:37+01:00";"7";"[Plateau : 4ème partie]";"Zouzous : [programme du 10 juin 2013]";"";"Zouzous";"";"";""
"5034112_001_008";"France 5";"2013-06-10T07:35:44+01:00";"420";"Mini loup : Pas facile d'être l'aîné";"Zouzous : [programme du 10 juin 2013]";"";"Zouzous";"";"";""
"5034112_001_009";"France 5";"2013-06-10T07:42:44+01:00";"420";"Mini loup : Garde partagée";"Zouzous : [programme du 10 juin 2013]";"";"Zouzous";"";"";""
"5034112_001_010";"France 5";"2013-06-10T07:49:44+01:00";"7";"[Plateau : 5ème partie]";"Zouzous : [programme du 10 juin 2013]";"";"Zouzous";"";"";""
"5034112_001_011";"France 5";"2013-06-10T07:49:51+01:00";"672";"Le robot de Zou";"Zouzous : [programme du 10 juin 2013]";"";"Zouzous";"";"";""
"5034112_001_012";"France 5";"2013-06-10T08:01:03+01:00";"8";"[Plateau : 6ème partie]";"Zouzous : [programme du 10 juin 2013]";"";"Zouzous";"";"";""
"5034112_001_024";"France 5";"2013-06-10T08:01:11+01:00";"28";"[Interprogrammes FR5 de 8 heures : programme du 10 juin 2013]";"Zouzous : [programme du 10 juin 2013]";"";"Zouzous";"";"";""
"5034120_001_001";"France 5";"2013-06-10T08:01:11+01:00";"28";"Bande annonce programme : BUBULLE GUPPIES";"[Interprogrammes FR5 de 8 heures : programme du 10 juin 2013]";"";"[Interprogrammes FR5 de 8 heures]";"";"";""
"5034112_001_013";"France 5";"2013-06-10T08:01:39+01:00";"1380";"Bubulle Guppies : Les bubulles croquettes";"Zouzous : [programme du 10 juin 2013]";"";"Zouzous";"";"";""
"5034112_001_014";"France 5";"2013-06-10T08:24:39+01:00";"7";"[Plateau : 7ème partie]";"Zouzous : [programme du 10 juin 2013]";"";"Zouzous";"";"";""
"5034112_001_015";"France 5";"2013-06-10T08:24:46+01:00";"672";"Tickety Toc : L'heure des activités";"Zouzous : [programme du 10 juin 2013]";"";"Zouzous";"";"";""
"5034112_001_016";"France 5";"2013-06-10T08:35:58+01:00";"7";"[Plateau : 8ème partie]";"Zouzous : [programme du 10 juin 2013]";"";"Zouzous";"";"";""
"5034112_001_017";"France 5";"2013-06-10T08:36:05+01:00";"180";"Emilie dessine sa maison";"Zouzous : [programme du 10 juin 2013]";"";"Zouzous";"";"";""
"5034112_001_018";"France 5";"2013-06-10T08:39:05+01:00";"19";"[Plateau : 9ème partie]";"Zouzous : [programme du 10 juin 2013]";"";"Zouzous";"";"";""
"5034112_001_023";"France 5";"2013-06-10T08:39:24+01:00";"37";"[Interprogrammes FR5 de 8 heures : programme du 10 juin 2013]";"Zouzous : [programme du 10 juin 2013]";"";"Zouzous";"";"";""
"5034124_001_001";"France 5";"2013-06-10T08:39:24+01:00";"37";"Bande annonce programme : T CHOUPI ET SES AMIS";"[Interprogrammes FR5 de 8 heures : programme du 10 juin 2013]";"";"[Interprogrammes FR5 de 8 heures]";"";"";""
"5034112_001_019";"France 5";"2013-06-10T08:40:01+01:00";"420";"Tchoupi et ses amis : La petite fatigue de Papa";"Zouzous : [programme du 10 juin 2013]";"";"Zouzous";"";"";""
"5034112_001_020";"France 5";"2013-06-10T08:47:01+01:00";"156";"A table Tchoupi : L'écureuil";"Zouzous : [programme du 10 juin 2013]";"";"Zouzous";"";"";""
"5034112_001_022";"France 5";"2013-06-10T08:49:37+01:00";"102";"[Interprogrammes FR5 de 8 heures : programme du 10 juin 2013]";"Zouzous : [programme du 10 juin 2013]";"";"Zouzous";"";"";""
"5034127_001_001";"France 5";"2013-06-10T08:49:37+01:00";"97";"Message d'intérêt général : WWW.MANGERBOUGER.FR";"[Interprogrammes FR5 de 8 heures : programme du 10 juin 2013]";"";"[Interprogrammes FR5 de 8 heures]";"";"";""
"5034127_001_002";"France 5";"2013-06-10T08:51:14+01:00";"5";"Message d'intérêt général : WWW.MANGERBOUGER.FR";"[Interprogrammes FR5 de 8 heures : programme du 10 juin 2013]";"";"[Interprogrammes FR5 de 8 heures]";"";"";""
"5034112_001_021";"France 5";"2013-06-10T08:51:19+01:00";"22";"[Plateau : 10ème partie]";"Zouzous : [programme du 10 juin 2013]";"";"Zouzous";"";"";""
"5034128_001_001";"France 5";"2013-06-10T08:51:41+01:00";"36";"Bande annonce émission (sponsor) : LES MATERNELLES";"[Interprogrammes FR5 de 8 heures : programme du 10 juin 2013]";"";"[Interprogrammes FR5 de 8 heures]";"";"";""
"5034128_001_002";"France 5";"2013-06-10T08:52:17+01:00";"6";"Auto promotion : FRANCE 5";"[Interprogrammes FR5 de 8 heures : programme du 10 juin 2013]";"";"[Interprogrammes FR5 de 8 heures]";"";"";""
"5034128_001_003";"France 5";"2013-06-10T08:52:23+01:00";"44";"Bande annonce émission : LE MAGAZINE DE LA SANTE - ALLO DOCTEURS";"[Interprogrammes FR5 de 8 heures : programme du 10 juin 2013]";"";"[Interprogrammes FR5 de 8 heures]";"";"";""
"5034128_001_004";"France 5";"2013-06-10T08:53:07+01:00";"139";"Pub 5em 09h02";"[Interprogrammes FR5 de 8 heures : programme du 10 juin 2013]";"";"[Interprogrammes FR5 de 8 heures]";"";"";""
"5034129_001_001";"France 5";"2013-06-10T08:55:26+01:00";"184";"[Plateau invités : 1ère partie]";"Les maternelles : [émission du 10 juin 2013]";"Les maternelles";"";"";"";""
"5034129_001_004";"France 5";"2013-06-10T09:24:50+01:00";"2591";"Le tour de la question: [Toucher et communiquer avec son bébé pendant la grossesse]";"Les maternelles : [émission du 10 juin 2013]";"Les maternelles";"";"";"";"Dolto, Catherine (Participant)|Lepoutre, Quentin (Journaliste)|Kervran, Herma (Journaliste)"
"5034129_001_005";"France 5";"2013-06-10T09:30:06+01:00";"5";"[Plateau invités : 2ème partie]";"Les maternelles : [émission du 10 juin 2013]";"Les maternelles";"";"";"";""
"5034129_001_008";"France 5";"2013-06-10T09:50:09+01:00";"250";"Pour le meilleur et pour le père : [Un mercredi avec David : un papa divorcé]";"Les maternelles : [émission du 10 juin 2013]";"Les maternelles";"";"";"";"Chauvineau, Thomas (Journaliste)"
"5034129_001_009";"France 5";"2013-06-10T09:54:19+01:00";"6";"[Plateau invités : 3ème partie]";"Les maternelles : [émission du 10 juin 2013]";"Les maternelles";"";"";"";""
"5034130_001_001";"France 5";"2013-06-10T10:00:42+01:00";"6";"Auto promotion : FRANCE 5";"[Interprogrammes FR5 de 10 heures : programme du 10 juin 2013]";"";"[Interprogrammes FR5 de 10 heures]";"";"";""
"5034130_001_002";"France 5";"2013-06-10T10:00:48+01:00";"47";"Bande annonce émission (sponsor) : LES MATERNELLES";"[Interprogrammes FR5 de 10 heures : programme du 10 juin 2013]";"";"[Interprogrammes FR5 de 10 heures]";"";"";""
"5034132_001_001";"France 5";"2013-06-10T10:08:06+01:00";"258";"Pub 5em 10h00";"[Interprogrammes FR5 de 10 heures : programme du 10 juin 2013]";"";"[Interprogrammes FR5 de 10 heures]";"";"";""
"5034132_001_002";"France 5";"2013-06-10T10:12:24+01:00";"39";"Bande annonce émission (sponsor) : SALE TEMPS POUR LA PLANETE";"[Interprogrammes FR5 de 10 heures : programme du 10 juin 2013]";"";"[Interprogrammes FR5 de 10 heures]";"";"";""
"5034132_001_003";"France 5";"2013-06-10T10:13:03+01:00";"42";"Pub 5em 10h02";"[Interprogrammes FR5 de 10 heures : programme du 10 juin 2013]";"";"[Interprogrammes FR5 de 10 heures]";"";"";""
"5034134_001_001";"France 5";"2013-06-10T11:05:56+01:00";"13";"Bande annonce émission suivante : LE DOC SAUVAGE";"[Interprogrammes FR5 de 11 heures : programme du 10 juin 2013]";"";"[Interprogrammes FR5 de 11 heures]";"";"";""
"5034134_001_002";"France 5";"2013-06-10T11:06:09+01:00";"140";"Pub 5em 11h00";"[Interprogrammes FR5 de 11 heures : programme du 10 juin 2013]";"";"[Interprogrammes FR5 de 11 heures]";"";"";""
"5034134_001_003";"France 5";"2013-06-10T11:08:29+01:00";"29";"Message collective produit - entreprise france info";"[Interprogrammes FR5 de 11 heures : programme du 10 juin 2013]";"";"[Interprogrammes FR5 de 11 heures]";"";"";""
"5034134_001_004";"France 5";"2013-06-10T11:08:58+01:00";"32";"Bande annonce émission : LE MONDE EN FACE";"[Interprogrammes FR5 de 11 heures : programme du 10 juin 2013]";"";"[Interprogrammes FR5 de 11 heures]";"";"";""
"5034134_001_005";"France 5";"2013-06-10T11:09:30+01:00";"139";"Pub 5em 11h02";"[Interprogrammes FR5 de 11 heures : programme du 10 juin 2013]";"";"[Interprogrammes FR5 de 11 heures]";"";"";""
"5034134_001_006";"France 5";"2013-06-10T11:11:49+01:00";"16";"Le doc sauvage";"[Interprogrammes FR5 de 11 heures : programme du 10 juin 2013]";"";"[Interprogrammes FR5 de 11 heures]";"";"";""
"5034136_001_001";"France 5";"2013-06-10T12:02:33+01:00";"12";"Bande annonce émission suivante : ZOUZOUS";"[Interprogrammes FR5 de 12 heures : programme du 10 juin 2013]";"";"[Interprogrammes FR5 de 12 heures]";"";"";""
"5034136_001_002";"France 5";"2013-06-10T12:02:45+01:00";"43";"Bande annonce émission (sponsor) : ALLO RUFO";"[Interprogrammes FR5 de 12 heures : programme du 10 juin 2013]";"";"[Interprogrammes FR5 de 12 heures]";"";"";""
"5034136_001_003";"France 5";"2013-06-10T12:03:28+01:00";"127";"Pub 5em 12h00";"[Interprogrammes FR5 de 12 heures : programme du 10 juin 2013]";"";"[Interprogrammes FR5 de 12 heures]";"";"";""
"5034137_001_001";"France 5";"2013-06-10T12:05:35+01:00";"13";"[Plateau : 1ère partie]";"Zouzous : [programme du 10 juin 2013]";"";"Zouzous";"";"";""
"5034137_001_002";"France 5";"2013-06-10T12:05:48+01:00";"772";"Flapacha où es tu : Les goûts et les couleurs";"Zouzous : [programme du 10 juin 2013]";"";"Zouzous";"";"";""
"5034137_001_003";"France 5";"2013-06-10T12:18:40+01:00";"745";"Flapacha où es tu : Drôles de tomates";"Zouzous : [programme du 10 juin 2013]";"";"Zouzous";"";"";""
"5034137_001_004";"France 5";"2013-06-10T12:31:05+01:00";"8";"[Plateau : 2ème partie]";"Zouzous : [programme du 10 juin 2013]";"";"Zouzous";"";"";""
"5034137_001_005";"France 5";"2013-06-10T12:31:13+01:00";"1273";"Horseland, bienvenue au ranch : Un malentendu";"Zouzous : [programme du 10 juin 2013]";"";"Zouzous";"";"";""
"5034137_001_006";"France 5";"2013-06-10T12:52:26+01:00";"8";"[Plateau : 3ème partie]";"Zouzous : [programme du 10 juin 2013]";"";"Zouzous";"";"";""
"5034137_001_007";"France 5";"2013-06-10T12:52:34+01:00";"740";"Yakari : Le défi de Flèche d'Argent";"Zouzous : [programme du 10 juin 2013]";"";"Zouzous";"";"";""
"5034137_001_008";"France 5";"2013-06-10T13:04:54+01:00";"740";"Yakari : Le seigneur des plaines";"Zouzous : [programme du 10 juin 2013]";"";"Zouzous";"";"";""
"5034137_001_009";"France 5";"2013-06-10T13:17:14+01:00";"8";"[Plateau : 4ème partie]";"Zouzous : [programme du 10 juin 2013]";"";"Zouzous";"";"";""
"5034137_001_010";"France 5";"2013-06-10T13:17:22+01:00";"776";"Les Chumballs : La plume nacrée";"Zouzous : [programme du 10 juin 2013]";"";"Zouzous";"";"";""
"5034137_001_011";"France 5";"2013-06-10T13:30:18+01:00";"6";"[Plateau : 5ème partie]";"Zouzous : [programme du 10 juin 2013]";"";"Zouzous";"";"";""
"5034137_001_012";"France 5";"2013-06-10T13:30:24+01:00";"103";"Minuscule : A cent à l'heure";"Zouzous : [programme du 10 juin 2013]";"";"Zouzous";"";"";""
"5034145_001_001";"France 5";"2013-06-10T13:32:07+01:00";"53";"Message d'intérêt général : WWW.MANGERBOUGER.FR";"[Interprogrammes FR5 de 13 heures : programme du 10 juin 2013]";"";"[Interprogrammes FR5 de 13 heures]";"";"";""
"5034137_001_014";"France 5";"2013-06-10T13:32:07+01:00";"58";"[Interprogrammes FR5 de 13 heures : programme du 10 juin 2013]";"Zouzous : [programme du 10 juin 2013]";"";"Zouzous";"";"";""
"5034145_001_002";"France 5";"2013-06-10T13:33:00+01:00";"5";"Message d'intérêt général : WWW.MANGERBOUGER.FR";"[Interprogrammes FR5 de 13 heures : programme du 10 juin 2013]";"";"[Interprogrammes FR5 de 13 heures]";"";"";""
"5034137_001_013";"France 5";"2013-06-10T13:33:05+01:00";"6";"[Plateau : 6ème partie]";"Zouzous : [programme du 10 juin 2013]";"";"Zouzous";"";"";""
"5034146_001_001";"France 5";"2013-06-10T13:33:11+01:00";"21";"Bande annonce émission suivante : LE MAGAZINE DE LA SANTE - ALLO DOCTEURS";"[Interprogrammes FR5 de 13 heures : programme du 10 juin 2013]";"";"[Interprogrammes FR5 de 13 heures]";"";"";""
"5034146_001_002";"France 5";"2013-06-10T13:33:32+01:00";"125";"Pub 5em 13h30";"[Interprogrammes FR5 de 13 heures : programme du 10 juin 2013]";"";"[Interprogrammes FR5 de 13 heures]";"";"";""
"5034146_001_003";"France 5";"2013-06-10T13:35:37+01:00";"59";"Baet ftv cap mediterranee";"[Interprogrammes FR5 de 13 heures : programme du 10 juin 2013]";"";"[Interprogrammes FR5 de 13 heures]";"";"";""
"5034146_001_004";"France 5";"2013-06-10T13:36:36+01:00";"47";"Bande annonce émission (sponsor) : LES MATERNELLES";"[Interprogrammes FR5 de 13 heures : programme du 10 juin 2013]";"";"[Interprogrammes FR5 de 13 heures]";"";"";""
"5034146_001_005";"France 5";"2013-06-10T13:37:23+01:00";"171";"Pub 5em 13h32";"[Interprogrammes FR5 de 13 heures : programme du 10 juin 2013]";"";"[Interprogrammes FR5 de 13 heures]";"";"";""
"5034147_001_001";"France 5";"2013-06-10T13:40:24+01:00";"168";"[Plateau : 1ère partie]";"Le magazine de la santé : [émission du 10 juin 2013]";"Le magazine de la santé";"";"";"";""
"5034147_001_002";"France 5";"2013-06-10T13:43:13+01:00";"91";"Le journal : [Les médicaments diurétiques]";"Le magazine de la santé : [émission du 10 juin 2013]";"Le magazine de la santé";"";"";"";"Droguet, Hervé (Journaliste)|Malet, Eloïse (Journaliste)|Illiou, Marie Christine (Participant)|Zamansky, Géraldine (Journaliste)"
"5034147_001_003";"France 5";"2013-06-10T13:44:45+01:00";"208";"[Plateau : 2ème partie]";"Le magazine de la santé : [émission du 10 juin 2013]";"Le magazine de la santé";"";"";"";""
"5034147_001_004";"France 5";"2013-06-10T13:48:13+01:00";"273";"Le journal : [Le fonctionnement du coeur artificiel]";"Le magazine de la santé : [émission du 10 juin 2013]";"Le magazine de la santé";"";"";"";"Pouletty, Philippe (Participant)|Desnos, Michel (Participant)|Simon, Lionel (Journaliste)|Rathscheck, Stéphanie (Journaliste)|Gaben, Vincent (Journaliste)|Heuls, Brigitte (Participant)"
"5034147_001_005";"France 5";"2013-06-10T13:52:46+01:00";"1175";"[Plateau invités : 3ème partie]";"Le magazine de la santé : [émission du 10 juin 2013]";"Le magazine de la santé";"";"";"";""
"5034147_001_006";"France 5";"2013-06-10T14:12:21+01:00";"209";"Carnet de santé : radiothérapie : un test pour moins d'effets secondaires";"Le magazine de la santé : [émission du 10 juin 2013]";"Le magazine de la santé";"";"";"";"Simon, Lionel (Journaliste)|Wibault, Mathieu (Journaliste)"
"5034147_001_007";"France 5";"2013-06-10T14:15:51+01:00";"569";"[Plateau : 3ème partie]";"Le magazine de la santé : [émission du 10 juin 2013]";"Le magazine de la santé";"";"";"";""
"5034147_001_008";"France 5";"2013-06-10T14:25:21+01:00";"416";"In vivo : [Service de gynécologie du CHU de Bicêtre]";"Le magazine de la santé : [émission du 10 juin 2013]";"Le magazine de la santé";"";"Reportage au sein du service de gynécologie du CHU de Bicêtre où l'équipe du professeur Fernandez prend en charge des patientes touchées au coeur de leur féminité et met en place des techniques innovantes pour préserver l'espoir de la maternité. Une patiente est traitée pour infertilité après plusieurs fausses couches et plusieurs fécondations in vitro. Une autre souffre d'adénomiose et doit subir une hystérectomie, c'est à dire une ablation de l'utérus. Les interviews du professeur FERNANDEZ, chef du service de gynécologie obstétrique de l'hôpital Bicêtre et de ses patientes alternent avec un commentaire sur des images factuelles.";"gynécologie|maternité|maladie|stérilité|fécondation in vitro|utérus";"Baloul, Delphine (Journaliste)|Fernandez, Hervé (Participant)|Chaubon, Lydia (Journaliste)"
"5034147_001_009";"France 5";"2013-06-10T14:32:17+01:00";"67";"[Plateau : 4ème partie]";"Le magazine de la santé : [émission du 10 juin 2013]";"Le magazine de la santé";"";"";"";""
"5034148_001_001";"France 5";"2013-06-10T14:33:41+01:00";"166";"Pub 5em 14h30";"[Interprogrammes FR5 de 14 heures : programme du 10 juin 2013]";"";"[Interprogrammes FR5 de 14 heures]";"";"";""
"5034148_001_002";"France 5";"2013-06-10T14:36:27+01:00";"39";"Bande annonce émission (sponsor) : SALE TEMPS POUR LA PLANETE";"[Interprogrammes FR5 de 14 heures : programme du 10 juin 2013]";"";"[Interprogrammes FR5 de 14 heures]";"";"";""
"5034150_001_001";"France 5";"2013-06-10T15:02:40+01:00";"131";"Pub 5em 15h00";"[Interprogrammes FR5 de 15 heures : programme du 10 juin 2013]";"";"[Interprogrammes FR5 de 15 heures]";"";"";""
"5034150_001_002";"France 5";"2013-06-10T15:04:51+01:00";"32";"Bande annonce émission : LE MONDE EN FACE";"[Interprogrammes FR5 de 15 heures : programme du 10 juin 2013]";"";"[Interprogrammes FR5 de 15 heures]";"";"";""
"5034152_001_001";"France 5";"2013-06-10T15:06:41+01:00";"38";"Bande annonce émission : LA MAISON FRANCE 5";"[Interprogrammes FR5 de 15 heures : programme du 10 juin 2013]";"";"[Interprogrammes FR5 de 15 heures]";"";"";""
"5034152_001_002";"France 5";"2013-06-10T15:07:19+01:00";"116";"Pub 5em 15h02";"[Interprogrammes FR5 de 15 heures : programme du 10 juin 2013]";"";"[Interprogrammes FR5 de 15 heures]";"";"";""
"5034152_001_003";"France 5";"2013-06-10T15:09:15+01:00";"12";"Bande annonce programme : DEVENIR LION";"[Interprogrammes FR5 de 15 heures : programme du 10 juin 2013]";"";"[Interprogrammes FR5 de 15 heures]";"";"";""
